SampleID,Unassigned,Bacteria,Bacteria;Actinobacteria,Bacteria;Bacteroidetes,Bacteria;Firmicutes,Bacteria;Proteobacteria
SRR25446193,50.72389321856491,48.12810588034359,0.0,0.0,0.0,1.148000901091514
SRR25446194,28.491905457024885,71.02642608199089,0.0,0.00765911437016798,0.002488376022447588,0.471520970591609
SRR25446195,48.82225971726474,51.079211933425064,0.0,0.0,0.0,0.09852834931019054
SRR25446196,4.832372543844253,40.377781320222724,0.0,0.0039685732184568875,0.0012893530456471282,54.78458820966892
SRR25446198,77.32204396872208,22.655388886281035,0.0,0.0,0.0010665783290246579,0.021500566667838616
SRR25446199,52.704598051182906,46.92611409198,0.014331519478881687,0.01140357463911016,0.0,0.34355276271910745
SRR25446202,46.17030229870451,35.46243616199643,0.0,0.0,0.0,18.36726153929905
SRR25446204,57.3897142902416,42.61028570975841,0.0,0.0,0.0,0.0
SRR25446206,39.85991010538049,45.71335710763476,0.0,0.0,0.0,14.426732786984738
SRR25446207,35.014745354504576,64.9530036895517,0.0,0.0,0.0,0.032250955943731445
SRR25446210,35.86533995225965,64.06779131764459,0.0,0.0,0.0,0.06686873009575371
SRR25446211,42.45089203415673,57.3827597958104,0.0,0.0,0.00107875234711005,0.16526941768576858
SRR25446213,41.407047793692016,58.59171065372642,0.0,0.0,0.0012415525815653004,0.0
SRR25446214,54.97413629716763,45.025863702832375,0.0,0.0,0.0,0.0
SRR25446215,26.391362409138218,42.856749406762866,0.0,0.0,0.0020092318787486092,30.74987895222018
SRR25446216,48.629073995884724,50.98580494741513,0.0,0.0,0.0,0.38512105670014374
SRR25446218,64.27574600973988,34.480667028813755,0.0,0.0,0.0009753515483142033,1.242611609898046
SRR25446219,18.104837891079168,81.74053583385468,0.0,0.0,0.0,0.1546262750661541
SRR25446220,16.75374817814944,83.24625182185056,0.0,0.0,0.0,0.0
SRR25446223,20.38019474907383,79.61852068517281,0.0,0.0,0.0012845657533522984,0.0
SRR25446224,54.15825897417073,45.70874071518515,0.0,0.0,0.0,0.13300031064414183
SRR25446225,10.70777982947273,86.40205570222739,0.0,0.0,0.0,2.890164468299888
SRR25446227,34.98111627003125,32.221798780249514,0.0089754242060047,0.0,0.0,32.788109525513235
SRR25446228,42.36685610544084,57.48594306256687,0.0,0.0,0.0,0.14720083199228995
SRR25446229,55.580338499392035,44.32189252436617,0.0,0.0,0.0,0.09776897624180203
SRR25446230,39.08025735159352,60.88217349247338,0.0,0.0,0.0,0.03756915593311455
SRR25446231,39.04359908603937,59.81027570958884,0.0,0.006288825312835944,0.003064772510534897,1.1367716065484017
SRR25446234,41.008256629808706,58.985453193926965,0.0,0.006290176264325947,0.0,0.0
SRR25446236,51.10783617861148,48.3620464653352,0.017538348465420177,0.0,0.0007556551886119901,0.5118233523993042
SRR25446237,40.19261184676837,59.35795856941692,0.0,0.008000308748860133,0.0012996134736139601,0.4401296615922207
SRR25446239,34.519134015663866,64.83634703395902,0.0,0.0,0.0,0.6445189503771022
SRR25446242,30.96794753009628,68.84095850822186,0.0,0.0,0.0,0.19109396168185477
SRR25446243,47.62354293544337,51.3436718494987,0.0,0.0043831317665621134,0.0007120196581489549,1.0276900636332327
SRR25446244,65.05206988209726,34.81980108459331,0.0,0.0,0.0,0.12812903330943468
SRR26996955,15.77423581390952,84.16816626796152,0.0,0.0,0.0020660755408328235,0.05553184258811227
SRR26996956,30.116177965867287,69.8679643858301,0.0,0.01585764830261275,0.0,0.0
SRR26996957,48.929807275935474,50.87695447904339,0.0,0.0,0.0,0.19323824502113793
SRR26996958,28.020843219234955,71.75302539668115,0.0,0.007865245106232554,0.0019165095062348317,0.2163496294714391
SRR26996960,29.621007298677664,69.52886411285364,0.0,0.0,0.0,0.8501285884686925
SRR26996961,47.142190722326646,52.85780927767336,0.0,0.0,0.0,0.0
SRR26996962,30.155149880702414,69.72547203546569,0.0,0.0,0.00112808197937924,0.11825000185253516
